Data for MCCARTHY 3 SW, AK

Date, MaxTemperature, MinTemperature, AvgTemperature, Precipitation, Snowfall, SnowDepth
2017-09-03, 61, 25, 43.0, 0.00, 0.0, 0
2017-09-04, 57, 23, 40.0, 0.12, 0.0, 0
2017-09-05, 55, 42, 48.5, 0.51, 0.0, 0
2017-09-06, 57, 44, 50.5, 0.41, 0.0, 0
2017-09-07, 62, 32, 47.0, 0.00, 0.0, 0
2017-09-08, 59, 31, 45.0, 0.00, 0.0, 0
2017-09-09, 58, 37, 47.5, 0.00, 0.0, 0
2017-09-10, 61, 37, 49.0, 0.02, 0.0, 0
2017-09-11, 61, 37, 49.0, 0.17, 0.0, 0
2017-09-12, 61, 37, 49.0, 0.02, 0.0, 0
2017-09-13, 62, 38, 50.0, 0.00, 0.0, 0
2017-09-14, 60, 34, 47.0, 0.00, 0.0, 0
2017-09-15, 57, 32, 44.5, 0.02, 0.0, 0
2017-09-16, 58, 37, 47.5, T, 0.0, 0
2017-09-17, 60, 29, 44.5, 0.00, 0.0, 0
2017-09-18, 60, 28, 44.0, 0.00, 0.0, 0
2017-09-19, 59, 33, 46.0, 0.02, 0.0, 0
2017-09-20, 59, 30, 44.5, 0.00, 0.0, 0
2017-09-21, 58, 28, 43.0, 0.02, 0.0, 0
2017-09-22, 47, 33, 40.0, 0.51, 0.0, 0
2017-09-23, 54, 39, 46.5, 0.04, 0.0, 0
2017-09-24, 62, 37, 49.5, 0.02, 0.0, 0
2017-09-25, 61, 35, 48.0, 0.06, 0.0, 0
2017-09-26, 67, 33, 50.0, M, M, M
2017-09-27, 53, 32, 42.5, M, M, M
2017-09-28, 46, 35, 40.5, M, M, M
2017-09-29, 59, 29, 44.0, M, M, M
2017-09-30, 67, 27, 47.0, M, M, M
2017-10-01, 58, 28, 43.0, M, M, M
2017-10-02, 65, 26, 45.5, M, M, M
2017-10-03, 47, 33, 40.0, M, M, M
2017-10-04, 46, 37, 41.5, M, M, M
2017-10-05, 49, 40, 44.5, M, M, M
2017-10-06, 47, 37, 42.0, M, M, M
2017-10-07, 44, 30, 37.0, M, M, M
2017-10-08, 57, 29, 43.0, M, M, M
2017-10-09, 44, 37, 40.5, M, M, M
2017-10-10, 59, 27, 43.0, M, M, M
2017-10-11, 53, 27, 40.0, M, M, M
2017-10-12, 42, 25, 33.5, M, M, M
2017-10-13, 43, 22, 32.5, M, M, M
2017-10-14, 38, 31, 34.5, M, M, M
2017-10-15, 41, 30, 35.5, M, M, M
2017-10-16, 32, 26, 29.0, M, M, M
2017-10-17, 33, 24, 28.5, M, M, M
2017-10-18, 40, 19, 29.5, M, M, M
2017-10-19, 28, 19, 23.5, M, M, M
2017-10-20, 27, 20, 23.5, M, M, M
2017-10-21, 25, 17, 21.0, M, M, M
2017-10-22, 24, 12, 18.0, M, M, M
2017-10-23, 35, 7, 21.0, M, M, M
2017-10-24, 36, 10, 23.0, M, M, M
2017-10-25, 40, 12, 26.0, M, M, M
2017-10-26, 41, 23, 32.0, M, M, M
2017-10-27, 41, 33, 37.0, M, M, M
2017-10-28, 46, 33, 39.5, M, M, M
2017-10-29, 51, 26, 38.5, M, M, M
2017-10-30, 40, 25, 32.5, M, M, M
2017-10-31, 44, 33, 38.5, M, M, M
2017-11-01, 47, 26, 36.5, M, M, M
2017-11-02, 56, 20, 38.0, M, M, M
2017-11-03, 46, 20, 33.0, M, M, M
2017-11-04, 48, 24, 36.0, M, M, M
2017-11-05, 37, 15, 26.0, M, M, M
2017-11-06, 25, 17, 21.0, M, M, M
2017-11-07, 39, 16, 27.5, M, M, M
2017-11-08, 32, -2, 15.0, M, M, M
2017-11-09, 17, -4, 6.5, M, M, M
2017-11-10, 10, -6, 2.0, M, M, M
2017-11-11, 17, -6, 5.5, M, M, M
2017-11-12, 21, -9, 6.0, M, M, M
2017-11-13, 9, -8, 0.5, M, M, M
2017-11-14, 17, -11, 3.0, M, M, M
2017-11-15, 26, -4, 11.0, M, M, M
2017-11-16, 23, -9, 7.0, M, M, M
2017-11-17, 7, -8, -0.5, M, M, M
2017-11-18, 17, -15, 1.0, M, M, M
2017-11-19, 12, -20, -4.0, M, M, M
2017-11-20, 7, -20, -6.5, M, M, M
2017-11-21, 7, -13, -3.0, M, M, M
2017-11-22, 16, -17, -0.5, M, M, M
2017-11-23, 5, -11, -3.0, M, M, M
2017-11-24, 5, -11, -3.0, M, M, M
2017-11-25, 1, -17, -8.0, M, M, M
2017-11-26, 14, -20, -3.0, M, M, M
2017-11-27, 5, -22, -8.5, M, M, M
2017-11-28, 7, -17, -5.0, M, M, M
2017-11-29, 10, -4, 3.0, M, M, M
2017-11-30, 22, 3, 12.5, M, M, M
2017-12-01, 21, 9, 15.0, M, M, M
2017-12-02, 16, -6, 5.0, M, M, M
2017-12-03, 18, -4, 7.0, M, M, M
2017-12-04, 37, 15, 26.0, M, M, M
2017-12-05, 39, 24, 31.5, M, M, M
2017-12-06, 36, 28, 32.0, M, M, M
2017-12-07, 36, 32, 34.0, M, M, M
2017-12-08, 40, 32, 36.0, M, M, M
2017-12-09, 38, 32, 35.0, M, M, M
2017-12-10, 35, 29, 32.0, M, M, M
2017-12-11, 40, 28, 34.0, M, M, M
2017-12-12, 43, 24, 33.5, M, M, M
2017-12-13, 36, 20, 28.0, M, M, M
2017-12-14, 39, 21, 30.0, M, M, M
2017-12-15, 34, 29, 31.5, M, M, M
2017-12-16, 33, 23, 28.0, M, M, M
2017-12-17, M, M, M, M, M, M
2017-12-18, 33, 16, 24.5, M, M, M
2017-12-19, 22, 3, 12.5, M, M, M
2017-12-20, 22, 1, 11.5, M, M, M
2017-12-21, M, M, M, M, M, M
2017-12-22, M, M, M, M, M, M
2017-12-23, M, M, M, M, M, M
2017-12-24, M, M, M, M, M, M
2017-12-25, M, M, M, M, M, M
2017-12-26, M, M, M, M, M, M
2017-12-27, M, M, M, M, M, M
2017-12-28, M, M, M, M, M, M
2017-12-29, M, M, M, M, M, M
2017-12-30, M, M, M, M, M, M
2017-12-31, M, M, M, M, M, M
