#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2016-01-01 to 2021-11-01
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1096: May Creek, AK
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Increment     Value       None           Day                           N/A        Inches             N/A           PRCP          Total precipitation                                                                                
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# May Creek (1096) 
# Alaska  SNOTEL Site - 1610 ft
# Reporting Frequency: Daily; Date Range: 2016-01-01 to 2021-11-01
#
# As of: Nov 10, 2021 9:47:42 AM GMT-08:00
#
Date,May Creek (1096) Precipitation Accumulation (mm) Start of Day Values,May Creek (1096) Precipitation Increment (mm),May Creek (1096) Snow Depth (cm) Start of Day Values,May Creek (1096) Snow Water Equivalent (mm) Start of Day Values
2018-01-29,216,0,,64
2018-01-30,216,0,,64
2018-01-31,216,0,,64
2018-02-01,216,0,,64
2018-02-02,216,0,,64
2018-02-03,216,0,,64
2018-02-04,216,0,,64
2018-02-05,216,0,,64
2018-02-06,216,0,,64
2018-02-07,216,5,,64
2018-02-08,221,0,,66
2018-02-09,221,0,,66
2018-02-10,221,5,,66
2018-02-11,226,0,,69
2018-02-12,226,25,,89
2018-02-13,251,3,,91
2018-02-14,254,0,,94
2018-02-15,254,5,,94
2018-02-16,259,0,,99
2018-02-17,259,0,,99
2018-02-18,259,0,,99
2018-02-19,259,0,,99
2018-02-20,259,0,,99
2018-02-21,259,3,,99
2018-02-22,262,8,,102
2018-02-23,269,0,,109
2018-02-24,269,0,,109
2018-02-25,269,0,,109
2018-02-26,269,8,,109
2018-02-27,277,3,,117
2018-02-28,279,0,,119
2018-03-01,279,0,,119
2018-03-02,279,0,,119
2018-03-03,279,3,,119
2018-03-04,282,0,,122
2018-03-05,282,0,,122
2018-03-06,282,0,,122
2018-03-07,282,0,,122
2018-03-08,282,0,,122
2018-03-09,282,0,,122
2018-03-10,282,0,,122
2018-03-11,282,0,,122
2018-03-12,282,0,,122
2018-03-13,282,0,58,122
2018-03-14,282,0,58,122
2018-03-15,282,0,56,122
2018-03-16,282,0,53,122
2018-03-17,282,0,51,122
2018-03-18,282,0,51,122
2018-03-19,282,8,51,122
2018-03-20,290,0,56,127
2018-03-21,290,3,56,127
2018-03-22,292,0,56,130
2018-03-23,292,0,53,137
2018-03-24,292,0,53,145
2018-03-25,292,0,53,147
2018-03-26,292,0,53,147
2018-03-27,292,0,53,147
2018-03-28,292,0,53,147
2018-03-29,292,0,53,147
2018-03-30,292,0,53,147
2018-03-31,292,0,53,147
2018-04-01,292,0,53,147
2018-04-02,292,0,53,147
2018-04-03,292,0,53,147
2018-04-04,292,0,53,140
2018-04-05,292,0,53,135
2018-04-06,292,0,53,135
2018-04-07,292,0,51,132
2018-04-08,292,0,51,127
2018-04-09,292,0,51,127
2018-04-10,292,0,48,127
2018-04-11,292,0,46,122
2018-04-12,292,0,46,122
2018-04-13,292,0,41,114
2018-04-14,292,0,41,109
2018-04-15,292,0,38,109
2018-04-16,292,0,36,109
2018-04-17,292,0,36,107
2018-04-18,292,0,36,104
2018-04-19,292,0,33,99
2018-04-20,292,0,30,99
2018-04-21,292,0,30,91
2018-04-22,292,0,28,81
2018-04-23,292,0,25,69
2018-04-24,292,0,23,66
2018-04-25,292,0,23,56
2018-04-26,292,0,18,30
2018-04-27,292,0,18,23
2018-04-28,292,0,15,15
2018-04-29,292,0,13,15
2018-04-30,292,0,13,15
2018-05-01,292,0,10,15
2018-05-02,292,3,8,10
2018-05-03,295,0,5,5
2018-05-04,295,0,0,0
2018-05-05,295,0,0,0
2018-05-06,295,0,0,0
2018-05-07,295,0,0,0
2018-05-08,295,0,0,0
2018-05-09,295,0,0,0
2018-05-10,295,0,0,0
2018-05-11,295,0,0,0
2018-05-12,295,3,0,0
2018-05-13,297,0,0,0
2018-05-14,297,5,0,0
2018-05-15,302,3,0,0
2018-05-16,305,0,0,0
2018-05-17,305,0,0,0
2018-05-18,305,0,0,0
2018-05-19,305,0,0,0
2018-05-20,305,0,0,0
2018-05-21,305,3,0,0
2018-05-22,307,0,0,0
2018-05-23,307,3,0,0
2018-05-24,310,3,0,0
2018-05-25,312,0,0,0
2018-05-26,312,3,0,0
2018-05-27,315,5,0,0
2018-05-28,320,0,0,0
2018-05-29,320,3,0,0
2018-05-30,323,8,0,0
2018-05-31,330,0,0,0
2018-06-01,330,0,0,0
2018-06-02,330,3,0,0
2018-06-03,333,0,0,0
2018-06-04,333,0,0,0
2018-06-05,333,0,0,0
2018-06-06,333,0,0,0
2018-06-07,333,5,0,0
2018-06-08,338,0,0,0
2018-06-09,338,0,0,0
2018-06-10,338,0,0,0
2018-06-11,338,3,0,0
2018-06-12,340,0,0,0
2018-06-13,340,0,0,0
2018-06-14,340,0,0,0
2018-06-15,340,0,0,0
2018-06-16,340,0,0,0
2018-06-17,340,3,0,0
2018-06-18,343,0,0,0
2018-06-19,343,3,0,0
2018-06-20,345,0,0,0
2018-06-21,345,0,0,0
2018-06-22,345,0,0,0
2018-06-23,345,0,0,0
2018-06-24,345,8,0,0
2018-06-25,353,18,0,0
2018-06-26,371,0,0,0
2018-06-27,371,0,0,0
2018-06-28,371,0,0,0
2018-06-29,371,0,0,0
2018-06-30,371,10,0,0
2018-07-01,381,5,0,0
2018-07-02,386,0,0,0
2018-07-03,386,0,0,0
2018-07-04,386,0,0,0
2018-07-05,386,0,0,0
2018-07-06,386,0,0,0
2018-07-07,386,0,0,0
2018-07-08,386,3,0,0
2018-07-09,389,0,0,0
2018-07-10,389,0,0,0
2018-07-11,389,0,0,0
2018-07-12,389,0,0,0
2018-07-13,389,0,0,0
2018-07-14,389,8,0,0
2018-07-15,396,5,0,0
2018-07-16,401,0,0,0
2018-07-17,401,0,0,0
2018-07-18,401,0,0,0
2018-07-19,401,0,0,0
2018-07-20,401,0,0,0
2018-07-21,401,0,0,0
2018-07-22,401,0,0,0
2018-07-23,401,0,0,0
2018-07-24,401,0,0,0
2018-07-25,401,0,0,0
2018-07-26,401,0,0,0
2018-07-27,401,0,0,0
2018-07-28,401,8,0,0
2018-07-29,409,5,0,0
2018-07-30,414,0,0,0
2018-07-31,414,0,0,0
2018-08-01,414,0,0,0
2018-08-02,414,0,0,0
2018-08-03,414,0,0,0
2018-08-04,414,3,0,0
2018-08-05,417,3,0,0
2018-08-06,419,23,0,0
2018-08-07,442,30,0,0
2018-08-08,472,0,0,0
2018-08-09,472,0,0,0
2018-08-10,472,3,0,0
2018-08-11,475,0,0,0
2018-08-12,475,10,0,0
2018-08-13,485,10,0,0
2018-08-14,495,3,0,0
2018-08-15,498,0,0,0
2018-08-16,498,0,0,0
2018-08-17,498,0,0,0
2018-08-18,498,0,0,0
2018-08-19,498,0,0,0
2018-08-20,498,5,0,0
2018-08-21,503,10,0,0
2018-08-22,513,0,0,0
2018-08-23,513,3,0,0
2018-08-24,516,0,0,0
2018-08-25,516,3,0,0
2018-08-26,518,8,0,0
2018-08-27,526,10,0,0
2018-08-28,536,8,0,0
2018-08-29,544,0,0,0
2018-08-30,544,5,0,0
2018-08-31,549,0,0,0
2018-09-01,549,0,0,0
2018-09-02,549,0,0,0
2018-09-03,549,0,0,0
2018-09-04,549,0,0,0
2018-09-05,549,0,0,0
2018-09-06,549,0,0,0
2018-09-07,549,0,0,0
2018-09-08,549,0,0,0
2018-09-09,549,3,0,0
2018-09-10,551,0,0,0
2018-09-11,551,0,0,0
2018-09-12,551,0,0,0
2018-09-13,551,0,0,0
2018-09-14,551,3,0,0
2018-09-15,554,0,0,0
2018-09-16,554,0,0,0
2018-09-17,554,0,0,0
2018-09-18,554,0,0,0
2018-09-19,554,0,0,0
2018-09-20,554,0,0,0
2018-09-21,554,0,0,0
2018-09-22,554,0,0,0
2018-09-23,554,0,0,0
2018-09-24,554,0,0,0
2018-09-25,554,0,0,0
2018-09-26,554,0,0,0
2018-09-27,554,3,0,0
2018-09-28,556,0,0,0
2018-09-29,556,0,0,0
2018-09-30,556,0,0,0
2018-10-01,0,0,0,0
2018-10-02,0,0,0,0
2018-10-03,0,0,0,0
2018-10-04,0,0,0,0
2018-10-05,0,0,0,0
2018-10-06,0,0,0,0
2018-10-07,0,0,0,0
2018-10-08,0,0,0,0
2018-10-09,0,0,0,0
2018-10-10,0,0,0,0
2018-10-11,0,0,0,0
2018-10-12,0,0,0,0
2018-10-13,0,0,0,0
2018-10-14,0,0,0,0
2018-10-15,0,3,0,0
2018-10-16,3,5,0,0
2018-10-17,8,0,0,0
2018-10-18,8,0,0,0
2018-10-19,8,5,0,0
2018-10-20,13,0,0,0
2018-10-21,13,3,0,0
2018-10-22,15,0,0,0
2018-10-23,15,8,0,0
2018-10-24,23,0,0,0
2018-10-25,23,0,0,0
2018-10-26,23,0,0,0
2018-10-27,23,0,0,0
2018-10-28,23,0,0,0
2018-10-29,23,0,0,0
2018-10-30,23,8,0,0
2018-10-31,30,0,8,8
2018-11-01,30,0,5,8
2018-11-02,30,0,5,8
2018-11-03,30,0,5,8
2018-11-04,30,0,5,8
2018-11-05,30,0,5,8
2018-11-06,30,0,3,8
2018-11-07,30,0,3,8
2018-11-08,30,0,3,8
2018-11-09,30,0,5,8
2018-11-10,30,0,3,8
2018-11-11,30,3,5,8
2018-11-12,33,0,8,10
2018-11-13,33,0,8,10
2018-11-14,33,0,8,10
2018-11-15,33,3,8,10
2018-11-16,36,0,8,10
2018-11-17,36,13,8,10
2018-11-18,48,5,20,23
2018-11-19,53,5,15,25
2018-11-20,58,5,15,25
2018-11-21,64,0,13,25
2018-11-22,64,0,13,25
2018-11-23,64,0,13,25
2018-11-24,64,0,13,25
2018-11-25,64,0,13,25
2018-11-26,64,0,13,25
2018-11-27,64,0,15,25
2018-11-28,64,0,13,25
2018-11-29,64,0,13,25
2018-11-30,64,3,13,25
2018-12-01,66,0,13,25
2018-12-02,66,0,13,25
2018-12-03,66,0,13,25
2018-12-04,66,0,13,25
2018-12-05,66,0,13,25
2018-12-06,66,0,13,25
2018-12-07,66,0,10,25
2018-12-08,66,3,13,25
2018-12-09,69,0,15,28
2018-12-10,69,0,10,28
2018-12-11,69,3,13,28
2018-12-12,71,0,10,30
2018-12-13,71,0,13,30
2018-12-14,71,0,15,30
2018-12-15,71,0,13,
2018-12-16,71,0,15,
2018-12-17,71,0,13,
2018-12-18,71,0,13,
2018-12-19,71,0,13,
2018-12-20,71,3,13,
2018-12-21,74,0,15,
2018-12-22,74,0,13,
2018-12-23,74,0,13,
2018-12-24,74,0,13,
2018-12-25,74,0,13,
2018-12-26,74,0,15,
2018-12-27,74,0,15,
2018-12-28,74,5,15,
2018-12-29,79,0,18,
2018-12-30,79,0,18,
2018-12-31,79,0,18,
2019-01-01,79,0,23,
2019-01-02,79,3,25,
2019-01-03,81,3,23,
2019-01-04,84,0,25,
2019-01-05,84,0,25,
2019-01-06,84,0,25,
2019-01-07,84,0,20,
2019-01-08,84,0,20,
2019-01-09,84,0,23,
2019-01-10,84,0,23,
2019-01-11,84,3,23,
2019-01-12,86,0,25,
2019-01-13,86,0,25,
2019-01-14,86,0,25,
2019-01-15,86,0,25,
2019-01-16,86,0,25,
2019-01-17,86,0,25,
2019-01-18,86,0,25,
2019-01-19,86,0,25,
2019-01-20,86,0,25,
2019-01-21,86,0,25,
2019-01-22,86,3,25,
2019-01-23,89,0,28,
2019-01-24,89,0,28,
2019-01-25,89,0,28,
2019-01-26,89,0,25,
2019-01-27,89,0,25,
2019-01-28,89,0,25,
2019-01-29,89,0,25,
2019-01-30,89,0,28,
2019-01-31,89,0,28,
2019-02-01,89,0,25,
2019-02-02,89,0,25,
2019-02-03,89,5,25,
2019-02-04,94,0,33,
2019-02-05,94,0,36,
2019-02-06,94,3,38,
2019-02-07,97,0,38,
2019-02-08,97,0,38,
2019-02-09,97,0,36,
2019-02-10,97,0,36,
2019-02-11,97,0,36,
2019-02-12,97,0,36,
2019-02-13,97,0,36,
2019-02-14,97,0,36,
2019-02-15,97,0,36,
2019-02-16,97,3,33,
2019-02-17,99,0,36,
2019-02-18,99,5,36,
2019-02-19,104,3,41,
2019-02-20,107,3,46,
2019-02-21,109,0,48,
2019-02-22,109,0,48,
2019-02-23,109,0,46,
2019-02-24,109,0,46,
2019-02-25,109,0,46,
2019-02-26,109,0,43,
2019-02-27,109,0,43,
2019-02-28,109,0,43,
2019-03-01,109,0,43,89
2019-03-02,109,0,43,
2019-03-03,109,0,41,
2019-03-04,109,0,43,
2019-03-05,109,3,41,
2019-03-06,112,0,41,
2019-03-07,112,0,43,
2019-03-08,112,0,43,
2019-03-09,112,0,41,
2019-03-10,112,0,41,
2019-03-11,112,0,41,
2019-03-12,112,0,41,
2019-03-13,112,0,41,
2019-03-14,112,0,41,
2019-03-15,112,0,41,
2019-03-16,112,0,41,
2019-03-17,112,5,38,
2019-03-18,117,20,38,
2019-03-19,137,15,36,
2019-03-20,152,0,30,
2019-03-21,152,0,28,
2019-03-22,152,0,28,
2019-03-23,152,0,28,
2019-03-24,152,0,25,
2019-03-25,152,0,25,
2019-03-26,152,0,25,
2019-03-27,152,0,23,
2019-03-28,152,0,23,
2019-03-29,152,0,23,
2019-03-30,152,0,20,
2019-03-31,152,0,20,69
2019-04-01,152,0,20,69
2019-04-02,152,0,20,
2019-04-03,152,0,18,
2019-04-04,152,0,18,
2019-04-05,152,0,18,
2019-04-06,152,0,18,
2019-04-07,152,0,18,
2019-04-08,152,0,15,
2019-04-09,152,0,15,
2019-04-10,152,0,13,
2019-04-11,152,0,13,
2019-04-12,152,0,13,
2019-04-13,152,0,10,
2019-04-14,152,0,8,
2019-04-15,152,0,8,
2019-04-16,152,0,5,
2019-04-17,152,0,5,
2019-04-18,152,0,0,0
2019-04-19,152,0,0,0
2019-04-20,152,3,0,0
2019-04-21,155,0,0,0
2019-04-22,155,0,0,0
2019-04-23,155,0,0,0
2019-04-24,155,0,0,0
2019-04-25,155,0,0,0
2019-04-26,155,0,0,0
2019-04-27,155,0,0,0
2019-04-28,155,0,0,0
2019-04-29,155,0,0,0
2019-04-30,155,0,0,0
2019-05-01,155,0,0,0
2019-05-02,155,0,0,0
2019-05-03,155,0,0,0
2019-05-04,155,0,0,0
2019-05-05,155,0,0,0
2019-05-06,155,0,0,0
2019-05-07,155,0,0,0
2019-05-08,155,3,0,0
2019-05-09,157,0,0,0
2019-05-10,157,0,0,0
2019-05-11,157,0,0,0
2019-05-12,157,0,0,0
2019-05-13,157,0,0,0
2019-05-14,157,0,0,0
2019-05-15,157,0,0,0
2019-05-16,157,0,0,0
2019-05-17,157,0,0,0
2019-05-18,157,0,0,0
2019-05-19,157,0,0,0
2019-05-20,157,0,0,0
2019-05-21,157,0,0,0
2019-05-22,157,0,0,0
2019-05-23,157,0,0,0
2019-05-24,157,3,0,0
2019-05-25,160,0,0,0
2019-05-26,160,0,0,0
2019-05-27,160,0,0,0
2019-05-28,160,3,0,0
2019-05-29,163,0,0,0
2019-05-30,163,0,0,0
2019-05-31,163,5,0,0
2019-06-01,168,5,0,0
2019-06-02,173,0,0,0
2019-06-03,173,3,0,0
2019-06-04,175,5,0,0
2019-06-05,180,0,0,0
2019-06-06,180,3,0,0
2019-06-07,183,0,0,0
2019-06-08,183,0,0,0
2019-06-09,183,0,0,0
2019-06-10,183,0,0,0
2019-06-11,183,3,0,0
2019-06-12,185,0,0,0
2019-06-13,185,0,0,0
2019-06-14,185,0,0,0
2019-06-15,185,0,0,0
2019-06-16,185,13,0,0
2019-06-17,198,3,0,0
2019-06-18,201,0,0,0
2019-06-19,201,0,0,0
2019-06-20,201,0,0,0
2019-06-21,201,0,0,0
2019-06-22,201,0,0,0
2019-06-23,201,0,0,0
2019-06-24,201,0,0,0
2019-06-25,201,0,0,0
2019-06-26,201,0,0,0
2019-06-27,201,0,0,0
2019-06-28,201,0,0,0
2019-06-29,201,0,0,0
2019-06-30,201,0,0,0
2019-07-01,201,0,0,0
2019-07-02,201,0,0,0
2019-07-03,201,0,0,0
2019-07-04,201,0,0,0
2019-07-05,201,0,0,0
2019-07-06,201,0,0,0
2019-07-07,201,0,0,0
2019-07-08,201,0,0,0
2019-07-09,201,0,0,0
2019-07-10,201,0,0,0
2019-07-11,201,0,0,0
2019-07-12,201,0,0,0
2019-07-13,201,0,0,0
2019-07-14,201,0,0,0
2019-07-15,201,0,0,0
2019-07-16,201,0,0,0
2019-07-17,201,0,0,0
2019-07-18,201,0,0,0
2019-07-19,201,8,0,0
2019-07-20,208,0,0,0
2019-07-21,208,0,0,0
2019-07-22,208,0,0,0
2019-07-23,208,5,0,0
2019-07-24,213,5,0,0
2019-07-25,218,33,0,0
2019-07-26,251,0,0,0
2019-07-27,251,0,0,0
2019-07-28,251,3,0,0
2019-07-29,254,5,0,0
2019-07-30,259,0,0,0
2019-07-31,259,0,0,0
2019-08-01,259,0,0,0
2019-08-02,259,0,0,0
2019-08-03,259,0,0,0
2019-08-04,259,0,0,0
2019-08-05,259,0,0,0
2019-08-06,259,0,0,0
2019-08-07,259,0,0,0
2019-08-08,259,0,0,0
2019-08-09,259,0,0,0
2019-08-10,259,0,0,0
2019-08-11,259,0,0,0
2019-08-12,259,0,0,0
2019-08-13,259,0,0,0
2019-08-14,259,0,0,0
2019-08-15,259,0,0,0
2019-08-16,259,0,0,0
2019-08-17,259,5,0,0
2019-08-18,264,0,0,0
2019-08-19,264,0,0,0
2019-08-20,264,0,0,0
2019-08-21,264,0,0,0
2019-08-22,264,0,0,0
2019-08-23,264,0,0,0
2019-08-24,264,0,0,0
2019-08-25,264,3,0,0
2019-08-26,267,0,0,0
2019-08-27,267,0,0,0
2019-08-28,267,0,0,0
2019-08-29,267,0,0,0
2019-08-30,267,0,0,0
2019-08-31,267,3,0,0
2019-09-01,269,0,0,0
2019-09-02,269,3,0,0
2019-09-03,272,0,0,0
2019-09-04,272,0,0,0
2019-09-05,272,0,0,0
2019-09-06,272,0,0,0
2019-09-07,272,0,0,0
2019-09-08,272,0,0,0
2019-09-09,272,0,0,0
2019-09-10,272,0,0,0
2019-09-11,272,0,0,0
2019-09-12,272,0,0,0
2019-09-13,272,0,0,0
2019-09-14,272,3,0,0
2019-09-15,274,0,0,0
2019-09-16,274,0,0,0
2019-09-17,274,3,0,0
2019-09-18,277,0,0,0
2019-09-19,277,0,0,0
2019-09-20,277,15,0,0
2019-09-21,292,3,0,0
2019-09-22,295,0,0,0
2019-09-23,295,0,0,0
2019-09-24,295,3,0,0
2019-09-25,297,0,0,0
2019-09-26,297,0,0,0
2019-09-27,297,0,0,0
2019-09-28,297,0,0,0
2019-09-29,297,0,0,0
2019-09-30,297,8,0,0
2019-10-01,0,10,0,0
2019-10-02,10,0,0,0
2019-10-03,10,3,0,0
2019-10-04,13,0,0,0
2019-10-05,13,8,0,0
2019-10-06,20,0,0,0
2019-10-07,20,0,0,0
2019-10-08,20,3,0,0
2019-10-09,23,0,0,0
2019-10-10,23,0,0,0
2019-10-11,23,5,0,0
2019-10-12,28,3,3,5
2019-10-13,30,3,5,8
2019-10-14,33,0,3,8
2019-10-15,33,0,5,10
2019-10-16,33,0,5,10
2019-10-17,33,0,5,10
2019-10-18,33,0,5,10
2019-10-19,33,0,5,10
2019-10-20,33,0,5,10
2019-10-21,33,0,5,10
2019-10-22,33,0,5,10
2019-10-23,33,0,5,10
2019-10-24,33,0,5,10
2019-10-25,33,0,5,10
2019-10-26,33,3,5,10
2019-10-27,36,0,5,13
2019-10-28,36,0,8,13
2019-10-29,36,0,5,13
2019-10-30,36,0,5,13
2019-10-31,36,3,5,13
2019-11-01,38,0,5,15
2019-11-02,38,0,5,15
2019-11-03,38,0,5,15
2019-11-04,38,3,5,15
2019-11-05,41,0,5,15
2019-11-06,41,5,5,15
2019-11-07,46,0,5,20
2019-11-08,46,0,5,20
2019-11-09,46,0,5,20
2019-11-10,46,0,5,20
2019-11-11,46,0,5,20
2019-11-12,46,0,5,20
2019-11-13,46,3,5,20
2019-11-14,48,0,8,23
2019-11-15,48,0,8,23
2019-11-16,48,0,8,23
2019-11-17,48,0,8,23
2019-11-18,48,0,8,23
2019-11-19,48,0,8,23
2019-11-20,48,8,8,23
2019-11-21,56,3,5,25
2019-11-22,58,0,8,28
2019-11-23,58,0,8,28
2019-11-24,58,0,8,28
2019-11-25,58,5,5,28
2019-11-26,64,0,13,30
2019-11-27,64,0,10,30
2019-11-28,64,0,8,30
2019-11-29,64,0,10,30
2019-11-30,64,0,10,30
2019-12-01,64,3,10,30
2019-12-02,66,0,13,33
2019-12-03,66,0,13,33
2019-12-04,66,3,13,33
2019-12-05,69,0,15,36
2019-12-06,69,0,15,36
2019-12-07,69,0,15,36
2019-12-08,69,0,13,36
2019-12-09,69,0,10,36
2019-12-10,69,0,13,36
2019-12-11,69,0,13,36
2019-12-12,69,0,13,36
2019-12-13,69,0,15,36
2019-12-14,69,0,13,36
2019-12-15,69,3,13,36
2019-12-16,71,0,15,38
2019-12-17,71,0,15,38
2019-12-18,71,0,15,38
2019-12-19,71,0,15,38
2019-12-20,71,3,15,38
2019-12-21,74,0,18,41
2019-12-22,74,0,18,41
2019-12-23,74,3,18,41
2019-12-24,76,0,20,43
2019-12-25,76,0,20,43
2019-12-26,76,5,20,43
2019-12-27,81,5,28,51
2019-12-28,86,5,36,56
2019-12-29,91,3,36,61
2019-12-30,94,3,38,64
2019-12-31,97,0,36,66
2020-01-01,97,0,33,66
2020-01-02,97,0,33,66
2020-01-03,97,0,33,66
2020-01-04,97,0,30,66
2020-01-05,97,0,30,66
2020-01-06,97,0,30,66
2020-01-07,97,0,30,66
2020-01-08,97,0,30,66
2020-01-09,97,0,33,66
2020-01-10,97,0,33,66
2020-01-11,97,0,33,66
2020-01-12,97,0,33,66
2020-01-13,97,0,33,66
2020-01-14,97,0,33,66
2020-01-15,97,0,33,66
2020-01-16,97,0,33,66
2020-01-17,97,0,33,66
2020-01-18,97,0,33,66
2020-01-19,97,0,33,66
2020-01-20,97,0,33,66
2020-01-21,97,0,33,69
2020-01-22,97,0,33,71
2020-01-23,97,3,33,71
2020-01-24,99,0,36,74
2020-01-25,99,3,36,74
2020-01-26,102,10,38,76
2020-01-27,112,5,46,84
2020-01-28,117,3,51,89
2020-01-29,119,0,53,91
2020-01-30,119,3,51,91
2020-01-31,122,0,48,94
2020-02-01,122,0,46,94
2020-02-02,122,0,46,94
2020-02-03,122,0,46,94
2020-02-04,122,3,46,94
2020-02-05,124,5,48,97
2020-02-06,130,0,51,99
2020-02-07,130,0,51,99
2020-02-08,130,0,48,99
2020-02-09,130,0,46,99
2020-02-10,130,0,46,99
2020-02-11,130,0,46,99
2020-02-12,130,8,46,99
2020-02-13,137,0,58,107
2020-02-14,137,0,53,107
2020-02-15,137,0,53,107
2020-02-16,137,3,53,107
2020-02-17,140,3,53,109
2020-02-18,142,0,53,112
2020-02-19,142,5,56,112
2020-02-20,147,0,56,117
2020-02-21,147,0,53,117
2020-02-22,147,0,53,117
2020-02-23,147,0,53,117
2020-02-24,147,0,53,117
2020-02-25,147,0,51,117
2020-02-26,147,0,53,117
2020-02-27,147,0,51,117
2020-02-28,147,0,51,117
2020-02-29,147,0,53,117
2020-03-01,147,0,53,117
2020-03-02,147,3,51,117
2020-03-03,150,3,56,119
2020-03-04,152,0,58,122
2020-03-05,152,0,58,122
2020-03-06,152,0,53,122
2020-03-07,152,3,58,122
2020-03-08,155,0,58,124
2020-03-09,155,0,53,124
2020-03-10,155,5,51,124
2020-03-11,160,0,58,130
2020-03-12,160,0,58,130
2020-03-13,160,0,58,130
2020-03-14,160,0,58,130
2020-03-15,160,0,58,130
2020-03-16,160,0,58,130
2020-03-17,160,0,58,130
2020-03-18,160,5,58,130
2020-03-19,165,0,64,135
2020-03-20,165,0,61,135
2020-03-21,165,0,64,135
2020-03-22,165,0,64,137
2020-03-23,165,0,64,137
2020-03-24,165,0,64,137
2020-03-25,165,3,64,137
2020-03-26,168,0,64,140
2020-03-27,168,0,64,140
2020-03-28,168,0,61,140
2020-03-29,168,0,61,140
2020-03-30,168,0,61,140
2020-03-31,168,0,61,140
2020-04-01,168,0,61,140
2020-04-02,168,0,61,140
2020-04-03,168,5,61,140
2020-04-04,173,0,61,142
2020-04-05,173,0,61,142
2020-04-06,173,0,61,142
2020-04-07,173,0,61,142
2020-04-08,173,0,61,142
2020-04-09,173,3,61,142
2020-04-10,175,0,64,145
2020-04-11,175,0,61,145
2020-04-12,175,0,61,145
2020-04-13,175,3,58,145
2020-04-14,178,0,53,145
2020-04-15,178,0,48,145
2020-04-16,178,3,43,140
2020-04-17,180,0,38,130
2020-04-18,180,0,33,117
2020-04-19,180,0,28,107
2020-04-20,180,3,25,97
2020-04-21,183,3,20,86
2020-04-22,185,0,20,74
2020-04-23,185,0,15,61
2020-04-24,185,0,13,48
2020-04-25,185,0,10,36
2020-04-26,185,0,8,23
2020-04-27,185,0,3,10
2020-04-28,185,0,3,5
2020-04-29,185,0,0,0
2020-04-30,185,3,0,0
2020-05-01,188,3,0,0
2020-05-02,190,0,0,0
2020-05-03,190,0,0,0
2020-05-04,190,0,0,0
2020-05-05,190,0,0,0
2020-05-06,190,0,0,0
2020-05-07,190,0,0,0
2020-05-08,190,0,0,0
2020-05-09,190,0,0,0
2020-05-10,190,0,0,0
2020-05-11,190,0,0,0
2020-05-12,190,0,0,0
2020-05-13,190,0,0,0
2020-05-14,190,0,0,0
2020-05-15,190,0,0,0
2020-05-16,190,0,0,0
2020-05-17,190,0,0,0
2020-05-18,190,0,0,0
2020-05-19,190,0,0,0
2020-05-20,190,0,0,0
2020-05-21,190,0,0,0
2020-05-22,190,0,0,0
2020-05-23,190,0,0,0
2020-05-24,190,3,0,0
2020-05-25,193,10,0,0
2020-05-26,203,0,0,0
2020-05-27,203,0,0,0
2020-05-28,203,0,0,0
2020-05-29,203,0,0,0
2020-05-30,203,0,0,0
2020-05-31,203,13,0,0
2020-06-01,216,3,0,0
2020-06-02,218,0,0,0
